date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,source_file
2020-10-01,Z3058LG6,ST4000DM000,4000787030016,1,114.0,83461368.0,,,92.0,0.0,100.0,9.0,100.0,0.0,88.0,732788476.0,,,52.0,42190.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,43.0,114839.0,22.0,22.0,,,,,98.0,360.0,98.0,360.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,41638.0,100.0,42500625584.0,100.0,252077826600.0,,,,,,,,,,,,,,,,,2020-10-01.csv
2020-10-01,NB1208TA,Seagate SSD,250059350016,1,100.0,0.0,,,,,,,,,,,,,100.0,9078.0,,,,,100.0,6.0,,,,,100.0,81.0,100.0,81.0,,,,,,,,,100.0,0.0,100.0,181.0,100.0,743043498257.0,100.0,4.0,,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,,,90.0,38.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,100.0,109951162777679.0,100.0,446676598784.0,100.0,50191.0,,,100.0,105258575808.0,,,100.0,20960.0,100.0,12591.0,,,,,,,,,,,,,,,,,2020-10-01.csv
2020-10-01,Z304JDQ8,ST4000DM000,4000787030016,1,114.0,78476000.0,,,91.0,0.0,100.0,12.0,100.0,0.0,85.0,340147294.0,,,51.0,43698.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,95.0,10360.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43591.0,100.0,57466620720.0,100.0,299541033349.0,,,,,,,,,,,,,,,,,2020-10-01.csv
2020-10-01,17OYTGLAT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1987.0,100.0,15.0,100.0,0.0,100.0,0.0,100.0,0.0,39.0,24659.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,100.0,2.0,100.0,8379.0,100.0,34.0,,,100.0,0.0,100.0,40.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,39.0,24636.0,100.0,0.0,100.0,0.0,,,100.0,277.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2020-10-01.csv
2020-10-01,87DFWOFOT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1959.0,100.0,24.0,100.0,0.0,100.0,0.0,100.0,0.0,40.0,24036.0,100.0,0.0,,,100.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,14.0,100.0,3.0,100.0,3565.0,100.0,30.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,40.0,24031.0,100.0,0.0,100.0,0.0,,,100.0,260.0,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,2020-10-01.csv
2020-10-02,ZA171VEV,ST8000NM0055,8001563222016,1,52.0,149858296.0,,,92.0,0.0,100.0,6.0,77.0,25744.0,96.0,3602241160.0,,,66.0,30023.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,209.0,100.0,0.0,100.0,0.0,77.0,23.0,95.0,10028.0,100.0,34.0,82.0,36939.0,23.0,23.0,82.0,149858296.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29966.0,100.0,69348014648.0,100.0,233541012504.0,,,,,,,,,,,,,,,,,2020-10-02.csv
2020-10-02,ZLW0GHZ1,ST12000NM001G,12000138625024,1,79.0,70939112.0,,,95.0,0.0,100.0,7.0,100.0,0.0,86.0,418018711.0,,,97.0,2887.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,6.0,100.0,544.0,32.0,32.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2751.0,100.0,38899566264.0,100.0,42470319554.0,,,,,,,,,,,,,,,,,2020-10-02.csv
2020-10-02,AAGGDY7H,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,132.0,96.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,0.0,132.0,17.0,100.0,1036.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,497.0,100.0,497.0,150.0,40.0,,,100.0,0.0,100.0,16.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-02.csv
2020-10-02,ZHZ65B6S,ST12000NM0008,12000138625024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-02.csv
2020-10-03,ZA153SRN,ST8000NM0055,8001563222016,1,84.0,241443424.0,,,84.0,0.0,100.0,13.0,100.0,8.0,95.0,3103848302.0,,,67.0,28915.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,92.0,16612.0,100.0,19.0,100.0,94.0,27.0,27.0,1.0,241443424.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28906.0,100.0,66541239120.0,100.0,237815564182.0,,,,,,,,,,,,,,,,,2020-10-03.csv
