date,serial_number,model,capacity_bytes,failure,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,source_file
2023-07-01,Z305DTPH,ST4000DM000,4000787030016,1,sac0,0,1022,13,43.0,False,112.0,45434392.0,,,92.0,0.0,100.0,14.0,100.0,0.0,89.0,919320451.0,,,27.0,64775.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.0,34.0,100.0,0.0,100.0,0.0,96.0,8284.0,34.0,34.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,64688.0,100.0,63125911488.0,100.0,477545326233.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,563ESIWSS,TOSHIBA MQ01ABF050,500107862016,1,sac0,0,1035,6,,False,100.0,0.0,100.0,0.0,100.0,1313.0,100.0,10.0,100.0,0.0,100.0,0.0,100.0,0.0,1.0,60606.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8.0,100.0,2.0,100.0,1689.0,100.0,33.0,,,100.0,0.0,100.0,16.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,1.0,60612.0,100.0,0.0,100.0,0.0,,,100.0,263.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,Y769K0SOFZ1D,TOSHIBA HDWF180,8001563222016,1,sac0,0,1037,3,48.0,False,100.0,0.0,100.0,0.0,100.0,10376.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,2378.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,295.0,100.0,29.0,,,100.0,0.0,100.0,8.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,95.0,2334.0,100.0,0.0,100.0,0.0,,,100.0,549.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZA180YZJ,ST8000NM0055,8001563222016,1,sac0,0,1044,15,33.0,False,53.0,89992768.0,,,89.0,0.0,100.0,9.0,96.0,18112.0,95.0,3303256558.0,,,41.0,52339.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,50.0,50.0,100.0,0.0,100.0,0.0,61.0,39.0,91.0,19779.0,100.0,24.0,67.0,66994.0,39.0,39.0,80.0,89992768.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,52288.0,100.0,94719707248.0,100.0,468082031908.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZHZ4PV8Z,ST12000NM0008,12000138625024,1,phx1,0,1064,7,25.0,False,75.0,29253792.0,,,90.0,0.0,100.0,12.0,100.0,272.0,81.0,8823367936.0,,,64.0,31548.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,36.0,100.0,131074.0,,,67.0,33.0,,,100.0,260.0,100.0,1478.0,33.0,33.0,1.0,29253792.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31340.0,100.0,100821867872.0,100.0,653358992704.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZL23HQXN,ST16000NM001G,16000900661248,1,phx1,0,1084,1,33.0,False,72.0,35150504.0,,,90.0,0.0,100.0,8.0,100.0,0.0,79.0,4367271264.0,,,79.0,18680.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.0,96.0,30065232921.0,,,63.0,37.0,,,100.0,6.0,100.0,1584.0,37.0,37.0,,,,,100.0,256.0,100.0,256.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18357.0,100.0,95553508008.0,100.0,257268887506.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZHZ2RK15,ST12000NM0008,12000138625024,1,sac0,0,1131,4,51.0,False,57.0,167529392.0,,,90.0,0.0,100.0,15.0,93.0,28528.0,84.0,9098488568.0,,,64.0,32222.0,100.0,0.0,,,100.0,15.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,238.0,100.0,0.0,,,68.0,32.0,,,100.0,381.0,100.0,1626.0,32.0,32.0,1.0,167529392.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31959.0,100.0,106080750168.0,100.0,404829592480.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZHZ3H0Z8,ST14000NM0138,14000519643136,1,sac2,0,1155,5,1.0,False,81.0,113876440.0,,,90.0,0.0,100.0,26.0,100.0,2264.0,85.0,296003008.0,,,75.0,22207.0,100.0,0.0,,,100.0,24.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,292.0,100.0,1.0,,,55.0,45.0,,,100.0,61.0,99.0,2071.0,45.0,45.0,1.0,113876440.0,,,84.0,8344.0,84.0,8344.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21260.0,100.0,116012852387.0,100.0,359200573725.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZHZ3S5WZ,ST14000NM0138,14000519643136,1,sac2,0,1155,10,5.0,False,70.0,168864295.0,,,89.0,0.0,100.0,32.0,100.0,360.0,80.0,92467229.0,,,75.0,22208.0,100.0,0.0,,,100.0,30.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,199.0,100.0,8590131259.0,,,54.0,46.0,,,100.0,63.0,100.0,1824.0,46.0,46.0,1.0,168864295.0,,,91.0,4904.0,91.0,4904.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21301.0,100.0,117689715659.0,100.0,343662805200.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
2023-07-01,ZHZ43J4P,ST14000NM0138,14000519643136,1,sac2,0,1156,7,1.0,False,45.0,232135261.0,,,92.0,0.0,100.0,23.0,91.0,36056.0,89.0,831350925.0,,,75.0,22120.0,100.0,0.0,,,100.0,21.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1405.0,100.0,17180459047.0,,,54.0,46.0,,,100.0,42.0,100.0,1875.0,46.0,46.0,1.0,232135261.0,,,82.0,9040.0,82.0,9040.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,21357.0,100.0,118669125547.0,100.0,284396501301.0,,,,,,,,,,,,,,,,,,,,,2023-07-01.csv
